OBJECTID,REPDIST,PREC,APREC,BUREAU,BASICCAR,TOOLTIP
529,1195,11,NORTHEAST,CENTRAL BUREAU,11A95,Bureau: CENTRAL BUREAU\nDistrict: 1195\nDivision: NORTHEAST
530,717,7,WILSHIRE,WEST BUREAU,7A17,Bureau: WEST BUREAU\nDistrict: 717\nDivision: WILSHIRE
531,715,7,WILSHIRE,WEST BUREAU,7A1,Bureau: WEST BUREAU\nDistrict: 715\nDivision: WILSHIRE
532,714,7,WILSHIRE,WEST BUREAU,7A1,Bureau: WEST BUREAU\nDistrict: 714\nDivision: WILSHIRE
533,713,7,WILSHIRE,WEST BUREAU,7A1,Bureau: WEST BUREAU\nDistrict: 713\nDivision: WILSHIRE
534,109,1,CENTRAL,CENTRAL BUREAU,1A1,Bureau: CENTRAL BUREAU\nDistrict: 109\nDivision: CENTRAL
535,216,2,RAMPART,CENTRAL BUREAU,2A17,Bureau: CENTRAL BUREAU\nDistrict: 216\nDivision: RAMPART
536,215,2,RAMPART,CENTRAL BUREAU,2A12,Bureau: CENTRAL BUREAU\nDistrict: 215\nDivision: RAMPART
537,415,4,HOLLENBECK,CENTRAL BUREAU,4A15,Bureau: CENTRAL BUREAU\nDistrict: 415\nDivision: HOLLENBECK
538,221,2,RAMPART,CENTRAL BUREAU,2A1,Bureau: CENTRAL BUREAU\nDistrict: 221\nDivision: RAMPART
539,1199,11,NORTHEAST,CENTRAL BUREAU,11A95,Bureau: CENTRAL BUREAU\nDistrict: 1199\nDivision: NORTHEAST
540,818,8,WEST LOS ANGELES,WEST BUREAU,8A29,Bureau: WEST BUREAU\nDistrict: 818\nDivision: WEST LOS ANGELES
541,812,8,WEST LOS ANGELES,WEST BUREAU,8A13,Bureau: WEST BUREAU\nDistrict: 812\nDivision: WEST LOS ANGELES
542,424,4,HOLLENBECK,CENTRAL BUREAU,4A15,Bureau: CENTRAL BUREAU\nDistrict: 424\nDivision: HOLLENBECK
543,217,2,RAMPART,CENTRAL BUREAU,2A17,Bureau: CENTRAL BUREAU\nDistrict: 217\nDivision: RAMPART
544,218,2,RAMPART,CENTRAL BUREAU,2A39,Bureau: CENTRAL BUREAU\nDistrict: 218\nDivision: RAMPART
545,721,7,WILSHIRE,WEST BUREAU,7A21,Bureau: WEST BUREAU\nDistrict: 721\nDivision: WILSHIRE
546,2019,20,OLYMPIC,WEST BUREAU,20A39,Bureau: WEST BUREAU\nDistrict: 2019\nDivision: OLYMPIC
547,815,8,WEST LOS ANGELES,WEST BUREAU,8A29,Bureau: WEST BUREAU\nDistrict: 815\nDivision: WEST LOS ANGELES
548,2015,20,OLYMPIC,WEST BUREAU,20A25,Bureau: WEST BUREAU\nDistrict: 2015\nDivision: OLYMPIC
549,726,7,WILSHIRE,WEST BUREAU,7A17,Bureau: WEST BUREAU\nDistrict: 726\nDivision: WILSHIRE
550,727,7,WILSHIRE,WEST BUREAU,7A17,Bureau: WEST BUREAU\nDistrict: 727\nDivision: WILSHIRE
551,729,7,WILSHIRE,WEST BUREAU,7A17,Bureau: WEST BUREAU\nDistrict: 729\nDivision: WILSHIRE
552,725,7,WILSHIRE,WEST BUREAU,7A33,Bureau: WEST BUREAU\nDistrict: 725\nDivision: WILSHIRE
553,2014,20,OLYMPIC,WEST BUREAU,20A13,Bureau: WEST BUREAU\nDistrict: 2014\nDivision: OLYMPIC
554,724,7,WILSHIRE,WEST BUREAU,7A33,Bureau: WEST BUREAU\nDistrict: 724\nDivision: WILSHIRE
555,2013,20,OLYMPIC,WEST BUREAU,20A13,Bureau: WEST BUREAU\nDistrict: 2013\nDivision: OLYMPIC
556,2011,20,OLYMPIC,WEST BUREAU,20A1,Bureau: WEST BUREAU\nDistrict: 2011\nDivision: OLYMPIC
557,722,7,WILSHIRE,WEST BUREAU,7A21,Bureau: WEST BUREAU\nDistrict: 722\nDivision: WILSHIRE
558,723,7,WILSHIRE,WEST BUREAU,7A21,Bureau: WEST BUREAU\nDistrict: 723\nDivision: WILSHIRE
559,105,1,CENTRAL,CENTRAL BUREAU,1A1,Bureau: CENTRAL BUREAU\nDistrict: 105\nDivision: CENTRAL
560,231,2,RAMPART,CENTRAL BUREAU,2A12,Bureau: CENTRAL BUREAU\nDistrict: 231\nDivision: RAMPART
561,437,4,HOLLENBECK,CENTRAL BUREAU,4A59,Bureau: CENTRAL BUREAU\nDistrict: 437\nDivision: HOLLENBECK
562,439,4,HOLLENBECK,CENTRAL BUREAU,4A9,Bureau: CENTRAL BUREAU\nDistrict: 439\nDivision: HOLLENBECK
563,101,1,CENTRAL,CENTRAL BUREAU,1A1,Bureau: CENTRAL BUREAU\nDistrict: 101\nDivision: CENTRAL
564,219,2,RAMPART,CENTRAL BUREAU,2A39,Bureau: CENTRAL BUREAU\nDistrict: 219\nDivision: RAMPART
565,233,2,RAMPART,CENTRAL BUREAU,2A17,Bureau: CENTRAL BUREAU\nDistrict: 233\nDivision: RAMPART
566,422,4,HOLLENBECK,CENTRAL BUREAU,4A15,Bureau: CENTRAL BUREAU\nDistrict: 422\nDivision: HOLLENBECK
567,421,4,HOLLENBECK,CENTRAL BUREAU,4A15,Bureau: CENTRAL BUREAU\nDistrict: 421\nDivision: HOLLENBECK
568,814,8,WEST LOS ANGELES,WEST BUREAU,8A13,Bureau: WEST BUREAU\nDistrict: 814\nDivision: WEST LOS ANGELES
569,828,8,WEST LOS ANGELES,WEST BUREAU,8A29,Bureau: WEST BUREAU\nDistrict: 828\nDivision: WEST LOS ANGELES
570,2016,20,OLYMPIC,WEST BUREAU,20A25,Bureau: WEST BUREAU\nDistrict: 2016\nDivision: OLYMPIC
571,2017,20,OLYMPIC,WEST BUREAU,20A25,Bureau: WEST BUREAU\nDistrict: 2017\nDivision: OLYMPIC
572,235,2,RAMPART,CENTRAL BUREAU,2A17,Bureau: CENTRAL BUREAU\nDistrict: 235\nDivision: RAMPART
573,118,1,CENTRAL,CENTRAL BUREAU,1A1,Bureau: CENTRAL BUREAU\nDistrict: 118\nDivision: CENTRAL
574,734,7,WILSHIRE,WEST BUREAU,7A33,Bureau: WEST BUREAU\nDistrict: 734\nDivision: WILSHIRE
575,837,8,WEST LOS ANGELES,WEST BUREAU,8A29,Bureau: WEST BUREAU\nDistrict: 837\nDivision: WEST LOS ANGELES
576,816,8,WEST LOS ANGELES,WEST BUREAU,8A29,Bureau: WEST BUREAU\nDistrict: 816\nDivision: WEST LOS ANGELES
577,732,7,WILSHIRE,WEST BUREAU,7A21,Bureau: WEST BUREAU\nDistrict: 732\nDivision: WILSHIRE
578,236,2,RAMPART,CENTRAL BUREAU,2A56,Bureau: CENTRAL BUREAU\nDistrict: 236\nDivision: RAMPART
579,736,7,WILSHIRE,WEST BUREAU,7A17,Bureau: WEST BUREAU\nDistrict: 736\nDivision: WILSHIRE
580,2025,20,OLYMPIC,WEST BUREAU,20A25,Bureau: WEST BUREAU\nDistrict: 2025\nDivision: OLYMPIC
581,2026,20,OLYMPIC,WEST BUREAU,20A25,Bureau: WEST BUREAU\nDistrict: 2026\nDivision: OLYMPIC
582,2029,20,OLYMPIC,WEST BUREAU,20A39,Bureau: WEST BUREAU\nDistrict: 2029\nDivision: OLYMPIC
583,2023,20,OLYMPIC,WEST BUREAU,20A13,Bureau: WEST BUREAU\nDistrict: 2023\nDivision: OLYMPIC
584,739,7,WILSHIRE,WEST BUREAU,7A17,Bureau: WEST BUREAU\nDistrict: 739\nDivision: WILSHIRE
585,737,7,WILSHIRE,WEST BUREAU,7A17,Bureau: WEST BUREAU\nDistrict: 737\nDivision: WILSHIRE
586,738,7,WILSHIRE,WEST BUREAU,7A17,Bureau: WEST BUREAU\nDistrict: 738\nDivision: WILSHIRE
587,838,8,WEST LOS ANGELES,WEST BUREAU,8A29,Bureau: WEST BUREAU\nDistrict: 838\nDivision: WEST LOS ANGELES
588,2021,20,OLYMPIC,WEST BUREAU,20A1,Bureau: WEST BUREAU\nDistrict: 2021\nDivision: OLYMPIC
589,2022,20,OLYMPIC,WEST BUREAU,20A1,Bureau: WEST BUREAU\nDistrict: 2022\nDivision: OLYMPIC
590,237,2,RAMPART,CENTRAL BUREAU,2A39,Bureau: CENTRAL BUREAU\nDistrict: 237\nDivision: RAMPART
591,241,2,RAMPART,CENTRAL BUREAU,2A45,Bureau: CENTRAL BUREAU\nDistrict: 241\nDivision: RAMPART
592,829,8,WEST LOS ANGELES,WEST BUREAU,8A29,Bureau: WEST BUREAU\nDistrict: 829\nDivision: WEST LOS ANGELES
593,238,2,RAMPART,CENTRAL BUREAU,2A39,Bureau: CENTRAL BUREAU\nDistrict: 238\nDivision: RAMPART
594,111,1,CENTRAL,CENTRAL BUREAU,1A1,Bureau: CENTRAL BUREAU\nDistrict: 111\nDivision: CENTRAL
595,423,4,HOLLENBECK,CENTRAL BUREAU,4A15,Bureau: CENTRAL BUREAU\nDistrict: 423\nDivision: HOLLENBECK
596,251,2,RAMPART,CENTRAL BUREAU,2A45,Bureau: CENTRAL BUREAU\nDistrict: 251\nDivision: RAMPART
597,827,8,WEST LOS ANGELES,WEST BUREAU,8A13,Bureau: WEST BUREAU\nDistrict: 827\nDivision: WEST LOS ANGELES
598,245,2,RAMPART,CENTRAL BUREAU,2A45,Bureau: CENTRAL BUREAU\nDistrict: 245\nDivision: RAMPART
599,2027,20,OLYMPIC,WEST BUREAU,20A45,Bureau: WEST BUREAU\nDistrict: 2027\nDivision: OLYMPIC
600,2024,20,OLYMPIC,WEST BUREAU,20A33,Bureau: WEST BUREAU\nDistrict: 2024\nDivision: OLYMPIC
601,443,4,HOLLENBECK,CENTRAL BUREAU,4A15,Bureau: CENTRAL BUREAU\nDistrict: 443\nDivision: HOLLENBECK
602,733,7,WILSHIRE,WEST BUREAU,7A33,Bureau: WEST BUREAU\nDistrict: 733\nDivision: WILSHIRE
603,735,7,WILSHIRE,WEST BUREAU,7A33,Bureau: WEST BUREAU\nDistrict: 735\nDivision: WILSHIRE
604,239,2,RAMPART,CENTRAL BUREAU,2A39,Bureau: CENTRAL BUREAU\nDistrict: 239\nDivision: RAMPART
605,834,8,WEST LOS ANGELES,WEST BUREAU,8A29,Bureau: WEST BUREAU\nDistrict: 834\nDivision: WEST LOS ANGELES
606,839,8,WEST LOS ANGELES,WEST BUREAU,8A95,Bureau: WEST BUREAU\nDistrict: 839\nDivision: WEST LOS ANGELES
607,817,8,WEST LOS ANGELES,WEST BUREAU,8A29,Bureau: WEST BUREAU\nDistrict: 817\nDivision: WEST LOS ANGELES
608,742,7,WILSHIRE,WEST BUREAU,7A21,Bureau: WEST BUREAU\nDistrict: 742\nDivision: WILSHIRE
609,448,4,HOLLENBECK,CENTRAL BUREAU,4A59,Bureau: CENTRAL BUREAU\nDistrict: 448\nDivision: HOLLENBECK
610,826,8,WEST LOS ANGELES,WEST BUREAU,8A13,Bureau: WEST BUREAU\nDistrict: 826\nDivision: WEST LOS ANGELES
611,849,8,WEST LOS ANGELES,WEST BUREAU,8A59,Bureau: WEST BUREAU\nDistrict: 849\nDivision: WEST LOS ANGELES
612,441,4,HOLLENBECK,CENTRAL BUREAU,4A15,Bureau: CENTRAL BUREAU\nDistrict: 441\nDivision: HOLLENBECK
613,743,7,WILSHIRE,WEST BUREAU,7A33,Bureau: WEST BUREAU\nDistrict: 743\nDivision: WILSHIRE
614,246,2,RAMPART,CENTRAL BUREAU,2A56,Bureau: CENTRAL BUREAU\nDistrict: 246\nDivision: RAMPART
615,745,7,WILSHIRE,WEST BUREAU,7A33,Bureau: WEST BUREAU\nDistrict: 745\nDivision: WILSHIRE
616,121,1,CENTRAL,CENTRAL BUREAU,1A1,Bureau: CENTRAL BUREAU\nDistrict: 121\nDivision: CENTRAL
617,119,1,CENTRAL,CENTRAL BUREAU,1A1,Bureau: CENTRAL BUREAU\nDistrict: 119\nDivision: CENTRAL
618,749,7,WILSHIRE,WEST BUREAU,7A47,Bureau: WEST BUREAU\nDistrict: 749\nDivision: WILSHIRE
619,247,2,RAMPART,CENTRAL BUREAU,2A56,Bureau: CENTRAL BUREAU\nDistrict: 247\nDivision: RAMPART
620,2039,20,OLYMPIC,WEST BUREAU,20A39,Bureau: WEST BUREAU\nDistrict: 2039\nDivision: OLYMPIC
621,2038,20,OLYMPIC,WEST BUREAU,20A39,Bureau: WEST BUREAU\nDistrict: 2038\nDivision: OLYMPIC
622,2036,20,OLYMPIC,WEST BUREAU,20A45,Bureau: WEST BUREAU\nDistrict: 2036\nDivision: OLYMPIC
623,2035,20,OLYMPIC,WEST BUREAU,20A45,Bureau: WEST BUREAU\nDistrict: 2035\nDivision: OLYMPIC
624,2031,20,OLYMPIC,WEST BUREAU,20A53,Bureau: WEST BUREAU\nDistrict: 2031\nDivision: OLYMPIC
625,2034,20,OLYMPIC,WEST BUREAU,20A33,Bureau: WEST BUREAU\nDistrict: 2034\nDivision: OLYMPIC
626,2033,20,OLYMPIC,WEST BUREAU,20A33,Bureau: WEST BUREAU\nDistrict: 2033\nDivision: OLYMPIC
627,824,8,WEST LOS ANGELES,WEST BUREAU,8A1,Bureau: WEST BUREAU\nDistrict: 824\nDivision: WEST LOS ANGELES
628,747,7,WILSHIRE,WEST BUREAU,7A47,Bureau: WEST BUREAU\nDistrict: 747\nDivision: WILSHIRE
629,112,1,CENTRAL,CENTRAL BUREAU,1A1,Bureau: CENTRAL BUREAU\nDistrict: 112\nDivision: CENTRAL
630,248,2,RAMPART,CENTRAL BUREAU,2A69,Bureau: CENTRAL BUREAU\nDistrict: 248\nDivision: RAMPART
631,442,4,HOLLENBECK,CENTRAL BUREAU,4A15,Bureau: CENTRAL BUREAU\nDistrict: 442\nDivision: HOLLENBECK
632,833,8,WEST LOS ANGELES,WEST BUREAU,8A29,Bureau: WEST BUREAU\nDistrict: 833\nDivision: WEST LOS ANGELES
633,122,1,CENTRAL,CENTRAL BUREAU,1A1,Bureau: CENTRAL BUREAU\nDistrict: 122\nDivision: CENTRAL
634,257,2,RAMPART,CENTRAL BUREAU,2A69,Bureau: CENTRAL BUREAU\nDistrict: 257\nDivision: RAMPART
635,261,2,RAMPART,CENTRAL BUREAU,2A45,Bureau: CENTRAL BUREAU\nDistrict: 261\nDivision: RAMPART
636,752,7,WILSHIRE,WEST BUREAU,7A53,Bureau: WEST BUREAU\nDistrict: 752\nDivision: WILSHIRE
637,848,8,WEST LOS ANGELES,WEST BUREAU,8A95,Bureau: WEST BUREAU\nDistrict: 848\nDivision: WEST LOS ANGELES
638,836,8,WEST LOS ANGELES,WEST BUREAU,8A35,Bureau: WEST BUREAU\nDistrict: 836\nDivision: WEST LOS ANGELES
639,2041,20,OLYMPIC,WEST BUREAU,20A53,Bureau: WEST BUREAU\nDistrict: 2041\nDivision: OLYMPIC
640,256,2,RAMPART,CENTRAL BUREAU,2A56,Bureau: CENTRAL BUREAU\nDistrict: 256\nDivision: RAMPART
641,825,8,WEST LOS ANGELES,WEST BUREAU,8A13,Bureau: WEST BUREAU\nDistrict: 825\nDivision: WEST LOS ANGELES
642,131,1,CENTRAL,CENTRAL BUREAU,1A1,Bureau: CENTRAL BUREAU\nDistrict: 131\nDivision: CENTRAL
643,753,7,WILSHIRE,WEST BUREAU,7A53,Bureau: WEST BUREAU\nDistrict: 753\nDivision: WILSHIRE
644,249,2,RAMPART,CENTRAL BUREAU,2A69,Bureau: CENTRAL BUREAU\nDistrict: 249\nDivision: RAMPART
645,2042,20,OLYMPIC,WEST BUREAU,20A53,Bureau: WEST BUREAU\nDistrict: 2042\nDivision: OLYMPIC
646,2046,20,OLYMPIC,WEST BUREAU,20A45,Bureau: WEST BUREAU\nDistrict: 2046\nDivision: OLYMPIC
647,2049,20,OLYMPIC,WEST BUREAU,20A69,Bureau: WEST BUREAU\nDistrict: 2049\nDivision: OLYMPIC
648,2045,20,OLYMPIC,WEST BUREAU,20A45,Bureau: WEST BUREAU\nDistrict: 2045\nDivision: OLYMPIC
649,2044,20,OLYMPIC,WEST BUREAU,20A33,Bureau: WEST BUREAU\nDistrict: 2044\nDivision: OLYMPIC
650,132,1,CENTRAL,CENTRAL BUREAU,1A1,Bureau: CENTRAL BUREAU\nDistrict: 132\nDivision: CENTRAL
651,445,4,HOLLENBECK,CENTRAL BUREAU,4A15,Bureau: CENTRAL BUREAU\nDistrict: 445\nDivision: HOLLENBECK
652,886,8,WEST LOS ANGELES,WEST BUREAU,8A95,Bureau: WEST BUREAU\nDistrict: 886\nDivision: WEST LOS ANGELES
653,857,8,WEST LOS ANGELES,WEST BUREAU,8A95,Bureau: WEST BUREAU\nDistrict: 857\nDivision: WEST LOS ANGELES
654,858,8,WEST LOS ANGELES,WEST BUREAU,8A95,Bureau: WEST BUREAU\nDistrict: 858\nDivision: WEST LOS ANGELES
655,758,7,WILSHIRE,WEST BUREAU,7A47,Bureau: WEST BUREAU\nDistrict: 758\nDivision: WILSHIRE
656,265,2,RAMPART,CENTRAL BUREAU,2A75,Bureau: CENTRAL BUREAU\nDistrict: 265\nDivision: RAMPART
657,123,1,CENTRAL,CENTRAL BUREAU,1A1,Bureau: CENTRAL BUREAU\nDistrict: 123\nDivision: CENTRAL
658,855,8,WEST LOS ANGELES,WEST BUREAU,8A29,Bureau: WEST BUREAU\nDistrict: 855\nDivision: WEST LOS ANGELES
659,141,1,CENTRAL,CENTRAL BUREAU,1A41,Bureau: CENTRAL BUREAU\nDistrict: 141\nDivision: CENTRAL
660,271,2,RAMPART,CENTRAL BUREAU,2A75,Bureau: CENTRAL BUREAU\nDistrict: 271\nDivision: RAMPART
661,266,2,RAMPART,CENTRAL BUREAU,2A75,Bureau: CENTRAL BUREAU\nDistrict: 266\nDivision: RAMPART
662,449,4,HOLLENBECK,CENTRAL BUREAU,4A59,Bureau: CENTRAL BUREAU\nDistrict: 449\nDivision: HOLLENBECK
663,453,4,HOLLENBECK,CENTRAL BUREAU,4A53,Bureau: CENTRAL BUREAU\nDistrict: 453\nDivision: HOLLENBECK
664,755,7,WILSHIRE,WEST BUREAU,7A53,Bureau: WEST BUREAU\nDistrict: 755\nDivision: WILSHIRE
665,859,8,WEST LOS ANGELES,WEST BUREAU,8A59,Bureau: WEST BUREAU\nDistrict: 859\nDivision: WEST LOS ANGELES
666,142,1,CENTRAL,CENTRAL BUREAU,1A41,Bureau: CENTRAL BUREAU\nDistrict: 142\nDivision: CENTRAL
667,2058,20,OLYMPIC,WEST BUREAU,20A69,Bureau: WEST BUREAU\nDistrict: 2058\nDivision: OLYMPIC
668,127,1,CENTRAL,CENTRAL BUREAU,1A1,Bureau: CENTRAL BUREAU\nDistrict: 127\nDivision: CENTRAL
669,124,1,CENTRAL,CENTRAL BUREAU,1A1,Bureau: CENTRAL BUREAU\nDistrict: 124\nDivision: CENTRAL
670,455,4,HOLLENBECK,CENTRAL BUREAU,4A53,Bureau: CENTRAL BUREAU\nDistrict: 455\nDivision: HOLLENBECK
671,2056,20,OLYMPIC,WEST BUREAU,20A69,Bureau: WEST BUREAU\nDistrict: 2056\nDivision: OLYMPIC
672,2055,20,OLYMPIC,WEST BUREAU,20A69,Bureau: WEST BUREAU\nDistrict: 2055\nDivision: OLYMPIC
673,2054,20,OLYMPIC,WEST BUREAU,20A53,Bureau: WEST BUREAU\nDistrict: 2054\nDivision: OLYMPIC
674,2062,20,OLYMPIC,WEST BUREAU,20A53,Bureau: WEST BUREAU\nDistrict: 2062\nDivision: OLYMPIC
675,2053,20,OLYMPIC,WEST BUREAU,20A53,Bureau: WEST BUREAU\nDistrict: 2053\nDivision: OLYMPIC
676,832,8,WEST LOS ANGELES,WEST BUREAU,8A13,Bureau: WEST BUREAU\nDistrict: 832\nDivision: WEST LOS ANGELES
677,129,1,CENTRAL,CENTRAL BUREAU,1A29,Bureau: CENTRAL BUREAU\nDistrict: 129\nDivision: CENTRAL
678,269,2,RAMPART,CENTRAL BUREAU,2A69,Bureau: CENTRAL BUREAU\nDistrict: 269\nDivision: RAMPART
679,765,7,WILSHIRE,WEST BUREAU,7A47,Bureau: WEST BUREAU\nDistrict: 765\nDivision: WILSHIRE
680,762,7,WILSHIRE,WEST BUREAU,7A53,Bureau: WEST BUREAU\nDistrict: 762\nDivision: WILSHIRE
681,831,8,WEST LOS ANGELES,WEST BUREAU,8A13,Bureau: WEST BUREAU\nDistrict: 831\nDivision: WEST LOS ANGELES
682,275,2,RAMPART,CENTRAL BUREAU,2A75,Bureau: CENTRAL BUREAU\nDistrict: 275\nDivision: RAMPART
683,847,8,WEST LOS ANGELES,WEST BUREAU,8A35,Bureau: WEST BUREAU\nDistrict: 847\nDivision: WEST LOS ANGELES
684,759,7,WILSHIRE,WEST BUREAU,7A69,Bureau: WEST BUREAU\nDistrict: 759\nDivision: WILSHIRE
685,452,4,HOLLENBECK,CENTRAL BUREAU,4A71,Bureau: CENTRAL BUREAU\nDistrict: 452\nDivision: HOLLENBECK
686,133,1,CENTRAL,CENTRAL BUREAU,1A1,Bureau: CENTRAL BUREAU\nDistrict: 133\nDivision: CENTRAL
687,451,4,HOLLENBECK,CENTRAL BUREAU,4A71,Bureau: CENTRAL BUREAU\nDistrict: 451\nDivision: HOLLENBECK
688,456,4,HOLLENBECK,CENTRAL BUREAU,4A59,Bureau: CENTRAL BUREAU\nDistrict: 456\nDivision: HOLLENBECK
689,151,1,CENTRAL,CENTRAL BUREAU,1A41,Bureau: CENTRAL BUREAU\nDistrict: 151\nDivision: CENTRAL
690,2069,20,OLYMPIC,WEST BUREAU,20A69,Bureau: WEST BUREAU\nDistrict: 2069\nDivision: OLYMPIC
691,128,1,CENTRAL,CENTRAL BUREAU,1A29,Bureau: CENTRAL BUREAU\nDistrict: 128\nDivision: CENTRAL
692,152,1,CENTRAL,CENTRAL BUREAU,1A41,Bureau: CENTRAL BUREAU\nDistrict: 152\nDivision: CENTRAL
693,835,8,WEST LOS ANGELES,WEST BUREAU,8A35,Bureau: WEST BUREAU\nDistrict: 835\nDivision: WEST LOS ANGELES
694,281,2,RAMPART,CENTRAL BUREAU,2A92,Bureau: CENTRAL BUREAU\nDistrict: 281\nDivision: RAMPART
695,763,7,WILSHIRE,WEST BUREAU,7A53,Bureau: WEST BUREAU\nDistrict: 763\nDivision: WILSHIRE
696,135,1,CENTRAL,CENTRAL BUREAU,1A35,Bureau: CENTRAL BUREAU\nDistrict: 135\nDivision: CENTRAL
697,134,1,CENTRAL,CENTRAL BUREAU,1A41,Bureau: CENTRAL BUREAU\nDistrict: 134\nDivision: CENTRAL
698,842,8,WEST LOS ANGELES,WEST BUREAU,8A53,Bureau: WEST BUREAU\nDistrict: 842\nDivision: WEST LOS ANGELES
699,2064,20,OLYMPIC,WEST BUREAU,20A53,Bureau: WEST BUREAU\nDistrict: 2064\nDivision: OLYMPIC
700,2063,20,OLYMPIC,WEST BUREAU,20A53,Bureau: WEST BUREAU\nDistrict: 2063\nDivision: OLYMPIC
701,854,8,WEST LOS ANGELES,WEST BUREAU,8A35,Bureau: WEST BUREAU\nDistrict: 854\nDivision: WEST LOS ANGELES
702,279,2,RAMPART,CENTRAL BUREAU,2A92,Bureau: CENTRAL BUREAU\nDistrict: 279\nDivision: RAMPART
703,822,8,WEST LOS ANGELES,WEST BUREAU,8A1,Bureau: WEST BUREAU\nDistrict: 822\nDivision: WEST LOS ANGELES
704,823,8,WEST LOS ANGELES,WEST BUREAU,8A1,Bureau: WEST BUREAU\nDistrict: 823\nDivision: WEST LOS ANGELES
705,885,8,WEST LOS ANGELES,WEST BUREAU,8A95,Bureau: WEST BUREAU\nDistrict: 885\nDivision: WEST LOS ANGELES
706,161,1,CENTRAL,CENTRAL BUREAU,1A61,Bureau: CENTRAL BUREAU\nDistrict: 161\nDivision: CENTRAL
707,138,1,CENTRAL,CENTRAL BUREAU,1A29,Bureau: CENTRAL BUREAU\nDistrict: 138\nDivision: CENTRAL
708,457,4,HOLLENBECK,CENTRAL BUREAU,4A53,Bureau: CENTRAL BUREAU\nDistrict: 457\nDivision: HOLLENBECK
709,143,1,CENTRAL,CENTRAL BUREAU,1A41,Bureau: CENTRAL BUREAU\nDistrict: 143\nDivision: CENTRAL
710,463,4,HOLLENBECK,CENTRAL BUREAU,4A53,Bureau: CENTRAL BUREAU\nDistrict: 463\nDivision: HOLLENBECK
711,853,8,WEST LOS ANGELES,WEST BUREAU,8A53,Bureau: WEST BUREAU\nDistrict: 853\nDivision: WEST LOS ANGELES
712,887,8,WEST LOS ANGELES,WEST BUREAU,8A95,Bureau: WEST BUREAU\nDistrict: 887\nDivision: WEST LOS ANGELES
713,285,2,RAMPART,CENTRAL BUREAU,2A92,Bureau: CENTRAL BUREAU\nDistrict: 285\nDivision: RAMPART
714,459,4,HOLLENBECK,CENTRAL BUREAU,4A59,Bureau: CENTRAL BUREAU\nDistrict: 459\nDivision: HOLLENBECK
715,764,7,WILSHIRE,WEST BUREAU,7A53,Bureau: WEST BUREAU\nDistrict: 764\nDivision: WILSHIRE
716,162,1,CENTRAL,CENTRAL BUREAU,1A61,Bureau: CENTRAL BUREAU\nDistrict: 162\nDivision: CENTRAL
717,139,1,CENTRAL,CENTRAL BUREAU,1A29,Bureau: CENTRAL BUREAU\nDistrict: 139\nDivision: CENTRAL
718,144,1,CENTRAL,CENTRAL BUREAU,1A35,Bureau: CENTRAL BUREAU\nDistrict: 144\nDivision: CENTRAL
719,153,1,CENTRAL,CENTRAL BUREAU,1A41,Bureau: CENTRAL BUREAU\nDistrict: 153\nDivision: CENTRAL
720,766,7,WILSHIRE,WEST BUREAU,7A47,Bureau: WEST BUREAU\nDistrict: 766\nDivision: WILSHIRE
721,464,4,HOLLENBECK,CENTRAL BUREAU,4A71,Bureau: CENTRAL BUREAU\nDistrict: 464\nDivision: HOLLENBECK
722,145,1,CENTRAL,CENTRAL BUREAU,1A35,Bureau: CENTRAL BUREAU\nDistrict: 145\nDivision: CENTRAL
723,767,7,WILSHIRE,WEST BUREAU,7A69,Bureau: WEST BUREAU\nDistrict: 767\nDivision: WILSHIRE
724,171,1,CENTRAL,CENTRAL BUREAU,1A61,Bureau: CENTRAL BUREAU\nDistrict: 171\nDivision: CENTRAL
725,461,4,HOLLENBECK,CENTRAL BUREAU,4A71,Bureau: CENTRAL BUREAU\nDistrict: 461\nDivision: HOLLENBECK
726,289,2,RAMPART,CENTRAL BUREAU,2A92,Bureau: CENTRAL BUREAU\nDistrict: 289\nDivision: RAMPART
727,769,7,WILSHIRE,WEST BUREAU,7A69,Bureau: WEST BUREAU\nDistrict: 769\nDivision: WILSHIRE
728,154,1,CENTRAL,CENTRAL BUREAU,1A35,Bureau: CENTRAL BUREAU\nDistrict: 154\nDivision: CENTRAL
729,2079,20,OLYMPIC,WEST BUREAU,20A97,Bureau: WEST BUREAU\nDistrict: 2079\nDivision: OLYMPIC
730,291,2,RAMPART,CENTRAL BUREAU,2A92,Bureau: CENTRAL BUREAU\nDistrict: 291\nDivision: RAMPART
731,2076,20,OLYMPIC,WEST BUREAU,20A97,Bureau: WEST BUREAU\nDistrict: 2076\nDivision: OLYMPIC
732,2074,20,OLYMPIC,WEST BUREAU,20A71,Bureau: WEST BUREAU\nDistrict: 2074\nDivision: OLYMPIC
733,2073,20,OLYMPIC,WEST BUREAU,20A71,Bureau: WEST BUREAU\nDistrict: 2073\nDivision: OLYMPIC
734,2071,20,OLYMPIC,WEST BUREAU,20A71,Bureau: WEST BUREAU\nDistrict: 2071\nDivision: OLYMPIC
735,841,8,WEST LOS ANGELES,WEST BUREAU,8A53,Bureau: WEST BUREAU\nDistrict: 841\nDivision: WEST LOS ANGELES
736,776,7,WILSHIRE,WEST BUREAU,7A85,Bureau: WEST BUREAU\nDistrict: 776\nDivision: WILSHIRE
737,454,4,HOLLENBECK,CENTRAL BUREAU,4A53,Bureau: CENTRAL BUREAU\nDistrict: 454\nDivision: HOLLENBECK
